ACCIDENT_YEAR,COLLISION_DATE,COLLISION_TIME,DAY_OF_WEEK,PRIMARY_RD,SECONDARY_RD,DIRECTION,INTERSECTION,STATE_ROUTE,LOCATION_TYPE,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,PRIMARY_COLL_FACTOR,PCF_VIOL_CATEGORY,TYPE_OF_COLLISION,MVIW,PED_ACTION,ROAD_COND_1,LIGHTING,PEDESTRIAN_ACCIDENT,BICYCLE_ACCIDENT,MOTORCYCLE_ACCIDENT,TRUCK_ACCIDENT,ALCOHOL_INVOLVED,COUNT_SEVERE_INJ,COUNT_VISIBLE_INJ,COUNT_COMPLAINT_PAIN,COUNT_PED_KILLED,COUNT_PED_INJURED,COUNT_BICYCLIST_KILLED,COUNT_BICYCLIST_INJURED,COUNT_MC_KILLED,COUNT_MC_INJURED,CITY,POINT_X,POINT_Y,lat,lon,geometry,city_new
2013,3/21/13,2013-03-21T02:06:00Z,Thursday,DARWIN ST,H PL,NA,Y,NA,NA,4,0,1,A,1,A,I,A,H,C,N,N,N,N,Y,0,0,1,0,0,0,0,0,0,SEASIDE,-121.832493,36.6131949,36.6131949,-121.832493,"c(-121.832493, 36.6131949)",Seaside
2013,3/25/13,2013-03-25T16:15:00Z,Monday,DEL MONTE BL,AUTO CENTER PKWY,NA,Y,NA,NA,4,0,1,A,9,D,C,A,H,A,N,N,Y,N,N,0,0,1,0,0,0,0,0,1,SEASIDE,-121.843363,36.6173749,36.6173749,-121.843363,"c(-121.843363, 36.6173749)",Seaside
2013,3/29/13,2013-03-29T18:55:00Z,Friday,JUDSON ST,WARING PL,S,N,NA,NA,4,0,1,A,21,B,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SEASIDE,-121.8351669,36.6105804,36.6105804,-121.8351669,"c(-121.8351669, 36.6105804)",Seaside
2013,3/12/13,2013-03-12T12:14:00Z,Tuesday,FREMONT BL,PLAYA AV,NA,Y,NA,NA,4,0,1,A,9,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SEASIDE,-121.8411829,36.6180649,36.6180649,-121.8411829,"c(-121.8411829, 36.6180649)",Seaside
2013,3/7/13,2013-03-07T19:03:00Z,Thursday,CANYON DEL REY BL,DEL MONTE BL,W,N,NA,NA,4,0,1,A,11,G,B,D,H,C,Y,N,N,N,N,0,0,1,0,1,0,0,0,0,SEASIDE,-121.8560994,36.6077778,36.6077778,-121.8560994,"c(-121.8560994, 36.6077778)",Seaside
2013,4/30/13,2013-04-30T17:02:00Z,Tuesday,PAQJARO,EAST ROMIE LN,NA,Y,NA,NA,4,0,1,A,12,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,0,0,0,0,"c(0, 0)",Other Unincorporated
2013,4/29/13,2013-04-29T07:40:00Z,Monday,68,SOUTH MAIN ST,NA,Y,68,I,3,0,1,A,9,D,G,A,H,A,N,Y,N,N,N,0,1,0,0,0,0,1,0,0,SALINAS,-121.6571199,36.6643412,36.6643412,-121.6571199,"c(-121.6571199, 36.6643412)",Salinas
2013,5/17/13,2013-05-17T11:30:00Z,Friday,1,VICENTE CREEK BRIDGE,N,N,1,H,1,1,0,A,8,F,A,A,H,A,N,N,Y,N,N,0,0,0,0,0,0,0,1,0,UNINCORPORATED,-121.4826127,35.9598495,35.9598495,-121.4826127,"c(-121.4826127, 35.9598495)",Big Sur
2013,5/19/13,2013-05-19T12:24:00Z,Sunday,SALINAS RD,TRAFTON RD,S,N,NA,NA,3,0,1,A,4,C,G,A,H,A,N,Y,N,N,N,0,1,0,0,0,0,1,0,0,UNINCORPORATED,-121.7469657,36.8841317,36.8841317,-121.7469657,"c(-121.7469657, 36.8841317)",Royal Oaks
2013,5/12/13,2013-05-12T22:46:00Z,Sunday,101,REESE CIR,S,N,101,H,3,0,4,A,1,C,C,A,D,D,N,N,N,N,Y,0,2,2,0,0,0,0,0,0,UNINCORPORATED,-121.6666184,36.7616141,36.7616141,-121.6666184,"c(-121.6666184, 36.7616141)",Other Unincorporated
2013,5/8/13,2013-05-08T12:45:00Z,Wednesday,BLANCO RD,DAVIS RD,W,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,UNINCORPORATED,-121.6925241,36.6708261,36.6708261,-121.6925241,"c(-121.6925241, 36.6708261)",Other Unincorporated
2013,5/10/13,2013-05-10T00:38:00Z,Friday,1,IMJIN PKWY,S,N,1,R,4,0,1,A,1,E,I,A,H,C,N,N,N,N,Y,0,0,1,0,0,0,0,0,0,MARINA,-121.8148029,36.6666949,36.6666949,-121.8148029,"c(-121.8148029, 36.6666949)",Marina
2013,5/8/13,2013-05-08T17:44:00Z,Wednesday,ROBLEY RD,TORO RD,E,N,NA,NA,4,0,1,A,5,A,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,UNINCORPORATED,0,0,0,0,"c(0, 0)",Other Unincorporated
2013,5/12/13,2013-05-13T01:00:00Z,Sunday,1,NASHUA MOLERA RD,S,N,1,R,3,0,1,A,8,F,A,A,H,D,N,N,N,N,Y,0,1,0,0,0,0,0,0,0,UNINCORPORATED,-121.770373,36.7473149,36.7473149,-121.770373,"c(-121.770373, 36.7473149)",Castroville
2013,4/26/13,2013-04-26T23:27:00Z,Friday,NORTH MAIN ST,CASENTINI ST,NA,Y,NA,NA,4,0,1,A,3,C,C,A,H,C,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6530129,36.684275,36.684275,-121.6530129,"c(-121.6530129, 36.684275)",Salinas
2013,5/15/13,2013-05-15T18:43:00Z,Wednesday,NORTH SANBORN RD,ALISAL ST,NA,Y,NA,NA,4,0,2,A,3,C,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,SALINAS,-121.6276129,36.672945,36.672945,-121.6276129,"c(-121.6276129, 36.672945)",Salinas
2013,5/17/13,2013-05-17T17:12:00Z,Friday,EAST LAUREL DR,RAMONA AV,E,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6393005,36.696442,36.696442,-121.6393005,"c(-121.6393005, 36.696442)",Salinas
2013,5/17/13,2013-05-17T17:09:00Z,Friday,BORONDA RD,NATIVIDAD RD,E,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6232356,36.7154539,36.7154539,-121.6232356,"c(-121.6232356, 36.7154539)",Salinas
2013,5/9/13,2013-05-09T08:30:00Z,Thursday,EAST ALVIN DR,LINWOOD DR,NA,Y,NA,NA,3,0,1,A,5,D,G,A,H,A,N,Y,N,N,N,0,1,0,0,0,0,1,0,0,SALINAS,-121.6404429,36.7058549,36.7058549,-121.6404429,"c(-121.6404429, 36.7058549)",Salinas
2013,5/20/13,2013-05-20T07:46:00Z,Monday,S SANDBORN,JOHN ST,NA,Y,NA,NA,3,0,1,A,9,A,C,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SALINAS,0,0,0,0,"c(0, 0)",Other Unincorporated
2013,5/9/13,2013-05-09T11:59:00Z,Thursday,W LAUREL,TYLER,E,N,NA,NA,4,0,1,A,7,B,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6586807,36.6984527,36.6984527,-121.6586807,"c(-121.6586807, 36.6984527)",Salinas
2013,5/14/13,2013-05-14T14:57:00Z,Tuesday,NORTH DAVIS RD,POST DR,N,N,NA,NA,4,0,2,A,9,F,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,SALINAS,-121.6687165,36.6961025,36.6961025,-121.6687165,"c(-121.6687165, 36.6961025)",Salinas
2013,5/15/13,2013-05-15T15:20:00Z,Wednesday,EAST MARKET ST,NORTH MADEIRA AV,NA,Y,NA,NA,4,0,1,A,12,G,B,B,H,A,Y,N,N,N,N,0,0,1,0,1,0,0,0,0,SALINAS,-121.6381128,36.6770649,36.6770649,-121.6381128,"c(-121.6381128, 36.6770649)",Salinas
2013,5/22/13,2013-05-22T12:01:00Z,Wednesday,LIGHTHOUSE,DAVID,S,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,-121.9042199,36.6165477,36.6165477,-121.9042199,"c(-121.9042199, 36.6165477)",Monterey
2013,4/3/13,2013-04-03T15:16:00Z,Wednesday,PALM AV,MAJOR AV,N,N,NA,NA,3,0,1,A,-,H,G,A,H,A,N,Y,N,N,Y,0,1,0,0,0,0,1,0,0,SOLEDAD,-121.3179046,36.4239861,36.4239861,-121.3179046,"c(-121.3179046, 36.4239861)",Soledad
2013,4/10/13,2013-04-10T18:39:00Z,Wednesday,WALKER DR,GRANADA ST,NA,Y,NA,NA,4,0,1,A,10,G,B,B,H,A,Y,N,N,N,N,0,0,1,0,1,0,0,0,0,SOLEDAD,-121.3210028,36.430665,36.430665,-121.3210028,"c(-121.3210028, 36.430665)",Soledad
2013,4/13/13,2013-04-13T20:11:00Z,Saturday,FRONT ST,DIXIE ST,S,N,NA,NA,4,0,1,A,11,G,B,D,H,C,Y,N,N,N,N,0,0,1,0,1,0,0,0,0,SOLEDAD,-121.3252496,36.4242972,36.4242972,-121.3252496,"c(-121.3252496, 36.4242972)",Soledad
2013,4/28/13,2013-04-28T09:51:00Z,Sunday,SOLEDAD ST,NORTH ST,NA,Y,NA,NA,4,0,1,A,-,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SOLEDAD,-121.3251628,36.4293249,36.4293249,-121.3251628,"c(-121.3251628, 36.4293249)",Soledad
2013,5/9/13,2013-05-09T11:55:00Z,Thursday,FREMONT,MESA,N,N,NA,NA,3,0,1,A,5,D,G,A,H,A,N,Y,N,N,N,0,1,0,0,0,0,1,0,0,MONTEREY,-121.888653,36.594975,36.594975,-121.888653,"c(-121.888653, 36.594975)",Monterey
2013,5/5/13,2013-05-05T02:06:00Z,Sunday,DURAN CIR,CHEROKEE,S,N,NA,NA,2,0,1,A,1,G,B,E,H,C,Y,N,N,N,Y,1,0,0,0,1,0,0,0,0,SALINAS,-121.6625407,36.7091708,36.7091708,-121.6625407,"c(-121.6625407, 36.7091708)",Salinas
2013,5/13/13,2013-05-13T17:14:00Z,Monday,DEL MONTE BL,MORTIMER LN,N,N,NA,NA,3,0,2,A,8,D,C,A,H,A,N,N,N,N,N,0,1,1,0,0,0,0,0,0,MARINA,-121.8017007,36.6856014,36.6856014,-121.8017007,"c(-121.8017007, 36.6856014)",Marina
2013,5/3/13,2013-05-03T12:35:00Z,Friday,NACIMIENTO-FERGUSSON RD,SAN MIGUELITO LOOP RD,W,N,NA,NA,4,0,1,A,3,F,A,A,H,A,N,N,Y,N,N,0,0,1,0,0,0,0,0,1,UNINCORPORATED,-121.3346207,35.9753118,35.9753118,-121.3346207,"c(-121.3346207, 35.9753118)",Big Sur
2013,5/14/13,2013-05-14T08:00:00Z,Tuesday,1,CASA VERDE WY,N,N,1,H,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,-121.863173,36.6006349,36.6006349,-121.863173,"c(-121.863173, 36.6006349)",Monterey
2013,5/7/13,2013-05-07T17:30:00Z,Tuesday,SAN MIGUEL CANYON RD,APRICOT LN,N,N,NA,NA,4,0,3,A,3,C,C,A,H,A,N,N,N,N,N,0,0,3,0,0,0,0,0,0,UNINCORPORATED,-121.6920968,36.8541946,36.8541946,-121.6920968,"c(-121.6920968, 36.8541946)",Royal Oaks
2013,5/3/13,2013-05-03T13:20:00Z,Friday,101,RT 101,N,N,101,R,4,0,1,A,3,E,I,A,H,A,N,N,N,Y,N,0,0,1,0,0,0,0,0,0,UNINCORPORATED,-121.1537428,36.2000649,36.2000649,-121.1537428,"c(-121.1537428, 36.2000649)",Other Unincorporated
2013,4/21/13,2013-04-21T17:44:00Z,Sunday,RESERVATION RD,BLANCO RD,NA,Y,NA,NA,3,0,1,A,1,F,A,A,H,A,N,N,Y,N,Y,0,1,0,0,0,0,0,0,1,UNINCORPORATED,-121.756763,36.666755,36.666755,-121.756763,"c(-121.756763, 36.666755)",Other Unincorporated
2013,4/26/13,2013-04-26T09:59:00Z,Friday,101,FRONT ST,N,N,101,H,4,0,1,A,7,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,UNINCORPORATED,-121.3391229,36.4345949,36.4345949,-121.3391229,"c(-121.3391229, 36.4345949)",Other Unincorporated
2013,4/28/13,2013-04-28T15:00:00Z,Sunday,101,MALLORY CANYON RD,S,N,101,H,4,0,1,A,3,C,C,A,D,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,UNINCORPORATED,-121.6417529,36.813235,36.813235,-121.6417529,"c(-121.6417529, 36.813235)",Other Unincorporated
2013,4/29/13,2013-04-29T18:49:00Z,Monday,BLACKIE RD,ROLLING MEADOWS LN,W,N,NA,NA,2,0,1,A,9,-,C,A,H,A,N,N,Y,N,N,1,0,0,0,0,0,0,0,1,UNINCORPORATED,-121.6878556,36.7760349,36.7760349,-121.6878556,"c(-121.6878556, 36.7760349)",Other Unincorporated
2013,4/28/13,2013-04-28T22:05:00Z,Sunday,101,MARKET ST,N,N,101,H,2,0,1,A,11,G,B,E,H,D,Y,N,N,N,N,1,0,0,0,1,0,0,0,0,SALINAS,-121.6422113,36.680043,36.680043,-121.6422113,"c(-121.6422113, 36.680043)",Salinas
2013,4/21/13,2013-04-21T01:06:00Z,Sunday,101,BLACKIE RD,S,N,101,H,3,0,1,A,1,C,C,A,D,D,N,N,N,N,Y,0,1,0,0,0,0,0,0,0,UNINCORPORATED,-121.6691568,36.771379,36.771379,-121.6691568,"c(-121.6691568, 36.771379)",Other Unincorporated
2013,4/20/13,2013-04-20T13:30:00Z,Saturday,TARPEY RD,MAHER RD,NA,Y,NA,NA,4,0,2,A,9,D,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,UNINCORPORATED,-121.6871129,36.860985,36.860985,-121.6871129,"c(-121.6871129, 36.860985)",Royal Oaks
2013,4/19/13,2013-04-19T05:38:00Z,Friday,1,RT 218,N,N,1,H,4,0,1,A,8,E,I,A,H,D,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SEASIDE,-121.8566801,36.6110551,36.6110551,-121.8566801,"c(-121.8566801, 36.6110551)",Seaside
2013,4/17/13,2013-04-17T06:45:00Z,Wednesday,DAVIS RD,HITCHCOCK RD,NA,Y,NA,NA,4,0,1,A,9,A,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,UNINCORPORATED,-121.6919729,36.658655,36.658655,-121.6919729,"c(-121.6919729, 36.658655)",Other Unincorporated
2013,4/6/13,2013-04-06T17:25:00Z,Saturday,101,CAMPHORA GLORIA RD,S,N,101,H,4,0,3,A,8,F,A,A,H,A,N,N,N,N,N,0,0,3,0,0,0,0,0,0,UNINCORPORATED,-121.3619357,36.4480251,36.4480251,-121.3619357,"c(-121.3619357, 36.4480251)",Other Unincorporated
2013,4/5/13,2013-04-05T02:00:00Z,Friday,1,JENSEN RD,NA,Y,1,I,4,0,1,A,1,D,C,A,H,D,N,N,N,N,Y,0,0,1,0,0,0,0,0,0,UNINCORPORATED,-121.771113,36.8535382,36.8535382,-121.771113,"c(-121.771113, 36.8535382)",Royal Oaks
2013,4/8/13,2013-04-08T05:55:00Z,Monday,101,NORTH MAIN ST,N,N,101,H,3,0,2,A,7,B,C,A,H,D,N,N,N,N,N,0,1,1,0,0,0,0,0,0,SALINAS,-121.6580161,36.6903497,36.6903497,-121.6580161,"c(-121.6580161, 36.6903497)",Salinas
2013,5/4/13,2013-05-04T15:49:00Z,Saturday,CACHAGUA RD,NASON RD,N,N,NA,NA,3,0,2,A,5,A,C,A,H,A,N,N,N,N,N,0,1,1,0,0,0,0,0,0,UNINCORPORATED,-121.6728998,36.4126419,36.4126419,-121.6728998,"c(-121.6728998, 36.4126419)",Carmel Valley
2013,5/4/13,2013-05-04T06:18:00Z,Saturday,68,LAGUNA SECA,E,N,68,H,3,0,1,A,8,E,I,A,H,B,N,N,N,N,N,0,1,0,0,0,0,0,0,0,UNINCORPORATED,-121.756999,36.5698691,36.5698691,-121.756999,"c(-121.756999, 36.5698691)",Other Unincorporated
2013,5/3/13,2013-05-03T11:31:00Z,Friday,1,CARPENTER ST,N,N,1,H,4,0,2,A,3,C,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,UNINCORPORATED,-121.9130025,36.5662325,36.5662325,-121.9130025,"c(-121.9130025, 36.5662325)",Other Unincorporated
2013,5/3/13,2013-05-03T07:45:00Z,Friday,DAVIS RD,AMBROSE DR,N,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,UNINCORPORATED,-121.6824568,36.6698559,36.6698559,-121.6824568,"c(-121.6824568, 36.6698559)",Other Unincorporated
2013,1/5/13,2013-01-05T19:20:00Z,Saturday,WEST LAUREL DR,NORTH DAVIS RD,E,N,NA,NA,4,0,3,A,12,A,C,A,H,C,N,N,N,N,N,0,0,3,0,0,0,0,0,0,SALINAS,-121.6674561,36.6977561,36.6977561,-121.6674561,"c(-121.6674561, 36.6977561)",Salinas
2013,5/7/13,2013-05-07T18:48:00Z,Tuesday,N FREMONT,CASANOVA,NA,Y,NA,NA,3,0,1,A,10,G,B,B,H,A,Y,N,N,N,N,0,1,0,0,1,0,0,0,0,MONTEREY,-121.8531829,36.597725,36.597725,-121.8531829,"c(-121.8531829, 36.597725)",Monterey
2013,5/12/13,2013-05-12T09:46:00Z,Sunday,NORTH MAIN ST,EAST ALVIN DR,NA,Y,NA,NA,4,0,1,A,17,D,G,A,H,A,N,Y,N,N,N,0,0,1,0,0,0,1,0,0,SALINAS,-121.6535329,36.707815,36.707815,-121.6535329,"c(-121.6535329, 36.707815)",Salinas
2013,5/7/13,2013-05-07T08:08:00Z,Tuesday,NORTH MAIN ST,ROCHEX AV,NA,Y,NA,NA,3,0,1,A,5,D,G,A,H,A,N,Y,N,N,N,0,1,0,0,0,0,1,0,0,SALINAS,-121.652313,36.7004849,36.7004849,-121.652313,"c(-121.652313, 36.7004849)",Salinas
2013,5/8/13,2013-05-08T15:34:00Z,Wednesday,CONSTITUTION BL,INDEPENDENCE BL,N,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.621236,36.7003998,36.7003998,-121.621236,"c(-121.621236, 36.7003998)",Salinas
2013,5/15/13,2013-05-15T13:51:00Z,Wednesday,HERRMANN,MARTIN,N,N,NA,NA,4,0,1,B,22,C,C,A,A,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,0,0,0,0,"c(0, 0)",Other Unincorporated
2013,5/16/13,2013-05-16T08:46:00Z,Thursday,DEL MONTE,HANNON,E,N,NA,NA,3,0,1,A,9,D,C,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,MONTEREY,0,0,0,0,"c(0, 0)",Other Unincorporated
2013,4/14/13,2013-04-14T14:48:00Z,Sunday,EAST GABILAN ST,SOLEDAD ST,NA,Y,NA,NA,3,0,1,A,12,D,G,A,H,A,N,Y,N,N,N,0,1,0,0,0,0,1,0,0,SALINAS,-121.6519329,36.676075,36.676075,-121.6519329,"c(-121.6519329, 36.676075)",Salinas
2013,4/30/13,2013-04-30T07:45:00Z,Tuesday,NORTH MAIN ST,EAST CURTIS ST,NA,Y,NA,NA,3,0,1,A,8,D,G,A,H,A,N,Y,N,N,N,0,1,0,0,0,0,1,0,0,SALINAS,-121.6524129,36.701765,36.701765,-121.6524129,"c(-121.6524129, 36.701765)",Salinas
2013,4/14/13,2013-04-14T16:00:00Z,Sunday,MONTECITO,DELA VINA,W,N,NA,NA,4,0,1,A,5,D,G,A,H,A,N,Y,N,N,N,0,0,1,0,0,0,1,0,0,MONTEREY,-121.8623434,36.5988552,36.5988552,-121.8623434,"c(-121.8623434, 36.5988552)",Monterey
2013,5/5/13,2013-05-05T16:15:00Z,Sunday,LAURELES GRADE RD,MIRAMONTE RD,N,N,NA,NA,3,0,1,A,8,F,A,A,H,A,N,N,Y,N,N,0,1,0,0,0,0,0,0,1,UNINCORPORATED,-121.7564169,36.515359,36.515359,-121.7564169,"c(-121.7564169, 36.515359)",Carmel Valley
2013,5/3/13,2013-05-03T16:25:00Z,Friday,68,LAGUNA PL,NA,Y,68,I,3,0,3,A,3,C,C,A,H,A,N,N,N,N,N,0,1,2,0,0,0,0,0,0,UNINCORPORATED,-121.7499199,36.5702543,36.5702543,-121.7499199,"c(-121.7499199, 36.5702543)",Other Unincorporated
2013,5/5/13,2013-05-05T00:29:00Z,Sunday,101,ESPERANZA RD,S,N,101,H,4,0,1,A,1,F,A,A,H,D,N,N,N,N,Y,0,0,1,0,0,0,0,0,0,UNINCORPORATED,-121.5393379,36.5896825,36.5896825,-121.5393379,"c(-121.5393379, 36.5896825)",Other Unincorporated
2013,5/13/13,2013-05-13T11:48:00Z,Monday,68,COMMUNITY HOSP,W,N,68,H,4,0,1,A,21,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,UNINCORPORATED,-121.9176632,36.5809818,36.5809818,-121.9176632,"c(-121.9176632, 36.5809818)",Pebble Beach
2013,5/2/13,2013-05-02T18:25:00Z,Thursday,101,NORTH MAIN ST,S,N,101,H,4,0,1,A,1,F,A,A,H,A,N,N,N,N,Y,0,0,1,0,0,0,0,0,0,SALINAS,-121.6528435,36.686971,36.686971,-121.6528435,"c(-121.6528435, 36.686971)",Salinas
2013,5/11/13,2013-05-11T14:17:00Z,Saturday,1,SPRINGFIELD RD,N,N,1,H,4,0,1,A,4,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,UNINCORPORATED,-121.771013,36.8396554,36.8396554,-121.771013,"c(-121.771013, 36.8396554)",Royal Oaks
2013,5/11/13,2013-05-11T13:15:00Z,Saturday,CARMEL VALLEY RD,RANCHO RD,E,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,UNINCORPORATED,-121.7457395,36.4934284,36.4934284,-121.7457395,"c(-121.7457395, 36.4934284)",Carmel Valley
2013,5/8/13,2013-05-08T18:18:00Z,Wednesday,101,GOULD RD,N,N,101,H,4,0,1,A,8,E,I,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,UNINCORPORATED,-121.5908516,36.6302289,36.6302289,-121.5908516,"c(-121.5908516, 36.6302289)",Other Unincorporated
2013,5/8/13,2013-05-08T17:23:00Z,Wednesday,1,MUNRAS AV,N,N,1,H,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,-121.901645,36.5814251,36.5814251,-121.901645,"c(-121.901645, 36.5814251)",Monterey
2013,5/7/13,2013-05-07T15:30:00Z,Tuesday,ELKHORN RD,WALKER VALLEY RD,N,N,NA,NA,3,0,1,D,0,F,A,A,A,A,N,Y,N,N,N,0,1,0,0,0,0,1,0,0,UNINCORPORATED,-121.7220666,36.8153753,36.8153753,-121.7220666,"c(-121.7220666, 36.8153753)",Royal Oaks
2013,5/6/13,2013-05-06T11:40:00Z,Monday,SAN MIGUEL CANYON RD,ECHO VALLEY RD,NA,Y,NA,NA,3,0,3,A,9,D,C,A,H,A,N,N,N,N,N,0,1,2,0,0,0,0,0,0,UNINCORPORATED,-121.673393,36.821655,36.821655,-121.673393,"c(-121.673393, 36.821655)",Royal Oaks
2013,5/1/13,2013-05-01T16:45:00Z,Wednesday,1,AGUAJITO RD,N,N,1,H,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,-121.8783838,36.5927027,36.5927027,-121.8783838,"c(-121.8783838, 36.5927027)",Monterey
2013,5/7/13,2013-05-07T15:45:00Z,Tuesday,SALINAS RD,WERNER RD,N,N,NA,NA,1,1,0,A,9,H,G,A,H,A,N,Y,N,N,N,0,0,0,0,0,1,0,0,0,UNINCORPORATED,-121.7506102,36.8783858,36.8783858,-121.7506102,"c(-121.7506102, 36.8783858)",Royal Oaks
2013,5/18/13,2013-05-18T15:50:00Z,Saturday,101,ALVARADO RD,N,N,101,H,4,0,2,A,8,E,I,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,UNINCORPORATED,-120.8807783,35.9548176,35.9548176,-120.8807783,"c(-120.8807783, 35.9548176)",San Ardo
2013,4/17/13,2013-04-17T17:50:00Z,Wednesday,JOHN ST,SOUTH SANBORN RD,NA,Y,NA,NA,4,0,1,A,12,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6278929,36.669255,36.669255,-121.6278929,"c(-121.6278929, 36.669255)",Salinas
2013,5/3/13,2013-05-03T19:35:00Z,Friday,CALIFORNIA,JOHN ST,NA,Y,NA,NA,4,0,1,A,12,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6500929,36.669865,36.669865,-121.6500929,"c(-121.6500929, 36.669865)",Salinas
2013,4/16/13,2013-04-16T16:38:00Z,Tuesday,E ALVIN,WHEELER,NA,Y,NA,NA,3,0,1,A,5,D,G,A,H,A,N,Y,N,N,N,0,1,0,0,0,0,1,0,0,SALINAS,-121.6520629,36.707995,36.707995,-121.6520629,"c(-121.6520629, 36.707995)",Salinas
2013,4/7/13,2013-04-07T13:04:00Z,Sunday,EAST ALISAL ST,TOWT ST,NA,Y,NA,NA,3,0,1,A,1,-,-,A,H,A,N,N,N,N,Y,0,1,0,0,0,0,0,0,0,SALINAS,-121.6233729,36.6723949,36.6723949,-121.6233729,"c(-121.6233729, 36.6723949)",Salinas
2013,4/12/13,2013-04-12T22:02:00Z,Friday,E MARKET DR,SIMAS ST,E,N,NA,NA,4,0,1,A,1,C,C,A,H,C,N,N,N,N,Y,0,0,1,0,0,0,0,0,0,SALINAS,-121.6449681,36.6788281,36.6788281,-121.6449681,"c(-121.6449681, 36.6788281)",Salinas
2013,4/11/13,2013-04-11T17:43:00Z,Thursday,EAST LAUREL DR,NATIVIDAD RD,E,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6367356,36.6958381,36.6958381,-121.6367356,"c(-121.6367356, 36.6958381)",Salinas
2013,4/28/13,2013-04-28T16:30:00Z,Sunday,HILLCREST RD,ZANETTA DR,E,N,NA,NA,4,0,1,A,8,C,C,A,H,A,N,Y,N,N,N,0,0,1,0,0,0,1,0,0,MARINA,-121.7991215,36.6801292,36.6801292,-121.7991215,"c(-121.7991215, 36.6801292)",Marina
2013,4/28/13,2013-04-28T02:17:00Z,Sunday,RESERVATION RD,DEL MONTE BL,N,N,NA,NA,3,0,1,A,12,B,C,A,H,C,N,N,N,N,N,0,1,0,0,0,0,0,0,0,MARINA,-121.799755,36.6877432,36.6877432,-121.799755,"c(-121.799755, 36.6877432)",Marina
2013,5/23/13,2013-05-23T20:20:00Z,Thursday,CRAZY HORSE CANYON RD,SAN JUAN GRADE RD,W,N,NA,NA,3,0,1,A,8,E,I,A,H,D,N,N,N,N,N,0,1,0,0,0,0,0,0,0,UNINCORPORATED,0,0,0,0,"c(0, 0)",Other Unincorporated
2013,5/20/13,2013-05-20T16:43:00Z,Monday,DAVIS RD,BLANCO RD,NA,Y,NA,NA,4,0,2,A,21,C,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,UNINCORPORATED,-121.6850829,36.666745,36.666745,-121.6850829,"c(-121.6850829, 36.666745)",Other Unincorporated
