ACCIDENT_YEAR,COLLISION_DATE,COLLISION_TIME,DAY_OF_WEEK,PRIMARY_RD,SECONDARY_RD,DIRECTION,INTERSECTION,STATE_ROUTE,LOCATION_TYPE,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,PRIMARY_COLL_FACTOR,PCF_VIOL_CATEGORY,TYPE_OF_COLLISION,MVIW,PED_ACTION,ROAD_COND_1,LIGHTING,PEDESTRIAN_ACCIDENT,BICYCLE_ACCIDENT,MOTORCYCLE_ACCIDENT,TRUCK_ACCIDENT,ALCOHOL_INVOLVED,COUNT_SEVERE_INJ,COUNT_VISIBLE_INJ,COUNT_COMPLAINT_PAIN,COUNT_PED_KILLED,COUNT_PED_INJURED,COUNT_BICYCLIST_KILLED,COUNT_BICYCLIST_INJURED,COUNT_MC_KILLED,COUNT_MC_INJURED,CITY,POINT_X,POINT_Y,lat,lon,geometry,city_new
2017,2/13/17,2017-02-13T10:07:00Z,Monday,101,FRONT STREET,N,N,101,NA,4,0,1,A,8,E,I,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,UNINCORPORATED,-121.3394797,36.43487912,36.43487912,-121.3394797,"c(-121.33947969, 36.43487912)",Other Unincorporated
2017,2/16/17,2017-02-16T15:13:00Z,Thursday,1,DEL MONTE BOULEVARD,S,N,1,NA,4,0,1,C,18,E,J,A,B,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,UNINCORPORATED,-121.7940966,36.7164773,36.7164773,-121.7940966,"c(-121.7940966, 36.7164773)",Other Unincorporated
2017,2/9/17,2017-02-09T07:08:00Z,Thursday,SAN MIGUEL CANYON ROAD,MORO  ROAD,NA,Y,NA,NA,3,0,3,A,9,D,A,A,H,A,N,N,N,N,N,0,1,2,0,0,0,0,0,0,UNINCORPORATED,-121.66672,36.80267006,36.80267006,-121.66672,"c(-121.66671997, 36.80267006)",Other Unincorporated
2017,2/11/17,2017-02-11T16:25:00Z,Saturday,156,CASTROVILLE BLVD.,E,N,156,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,UNINCORPORATED,-121.74043,36.76913459,36.76913459,-121.74043,"c(-121.74042997, 36.76913459)",Other Unincorporated
2017,2/12/17,2017-02-12T00:36:00Z,Sunday,SR-1,WESTON RIDGE ROAD,N,N,NA,NA,3,0,1,A,8,F,I,A,H,D,N,N,N,N,N,0,1,0,0,0,0,0,0,0,UNINCORPORATED,NA,NA,0,0,"c(0, 0)",Other Unincorporated
2017,2/4/17,2017-02-04T01:20:00Z,Saturday,101,BROOME RD,S,N,101,NA,3,0,2,A,3,C,C,A,H,D,N,N,N,N,N,0,2,0,0,0,0,0,0,0,UNINCORPORATED,-121.5021959,36.55400242,36.55400242,-121.5021959,"c(-121.50219588, 36.55400242)",Other Unincorporated
2017,2/12/17,2017-02-12T16:50:00Z,Sunday,CASTROVILLE BLVD.,VIVA LN.,NA,Y,NA,NA,4,0,2,A,9,D,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,UNINCORPORATED,-121.7290699,36.78822007,36.78822007,-121.7290699,"c(-121.7290699, 36.78822007)",Moss Landing
2017,2/11/17,2017-02-11T09:00:00Z,Saturday,198,PINE VALLEY ROAD,E,N,198,NA,4,0,2,A,8,E,A,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,UNINCORPORATED,-120.7492608,36.18772493,36.18772493,-120.7492608,"c(-120.74926075, 36.18772493)",Other Unincorporated
2017,2/10/17,2017-02-10T14:25:00Z,Friday,CARMEL RANCHO BLVD,555 CARMEL RANCHO BLVD,NA,Y,NA,NA,3,0,2,A,12,D,C,A,H,A,N,N,N,N,N,0,2,0,0,0,0,0,0,0,UNINCORPORATED,NA,NA,0,0,"c(0, 0)",Other Unincorporated
2017,2/13/17,2017-02-13T19:50:00Z,Monday,LANINI ROAD,SILLMAN ROAD,W,N,NA,NA,4,0,1,A,8,E,I,A,H,D,N,N,N,N,N,0,0,1,0,0,0,0,0,0,UNINCORPORATED,NA,NA,0,0,"c(0, 0)",Other Unincorporated
2017,2/20/17,2017-02-20T07:10:00Z,Monday,US 101 S/B,BROADWAY AVENUE,N,N,NA,NA,4,0,1,A,3,E,I,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,UNINCORPORATED,-121.12954,36.2032,36.2032,-121.12954,"c(-121.12954, 36.2032)",King City
2017,2/16/17,2017-02-16T16:07:00Z,Thursday,DAVIS ROAD,ACACIA STREET,S,N,NA,NA,4,0,3,A,3,C,C,A,H,A,N,N,N,N,Y,0,0,3,0,0,0,0,0,0,UNINCORPORATED,-121.6807471,36.67189326,36.67189326,-121.6807471,"c(-121.6807471, 36.67189326)",Other Unincorporated
2017,2/17/17,2017-02-17T16:20:00Z,Friday,1,LIGHTFIGHTER DR.,S,N,1,NA,3,0,1,A,3,F,A,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SEASIDE,-121.8266034,36.6409849,36.6409849,-121.8266034,"c(-121.82660338, 36.6409849)",Seaside
2017,2/20/17,2017-02-20T14:00:00Z,Monday,101,PARIS VALLEY ROAD OVER-CROSSING,S,N,101,NA,4,0,1,A,3,C,C,A,F,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,UNINCORPORATED,-120.9891145,36.07045965,36.07045965,-120.9891145,"c(-120.98911453, 36.07045965)",Other Unincorporated
2017,2/14/17,2017-02-14T20:57:00Z,Tuesday,SR-1 N/B,TIOGA AVENUE O/C,N,N,NA,NA,4,0,1,A,8,E,I,A,H,D,N,N,N,Y,N,0,0,1,0,0,0,0,0,0,UNINCORPORATED,-121.8476767,36.61899524,36.61899524,-121.8476767,"c(-121.8476767, 36.61899524)",Sand City
2017,2/14/17,2017-02-14T21:00:00Z,Tuesday,SR-1,TIOGA AVE. O/C,N,N,NA,NA,4,0,2,A,3,C,C,A,H,D,N,N,N,N,N,0,0,2,0,0,0,0,0,0,UNINCORPORATED,-121.8479068,36.61905421,36.61905421,-121.8479068,"c(-121.84790675, 36.61905421)",Sand City
2017,2/17/17,2017-02-17T19:00:00Z,Friday,ESPINOSA ROAD,N. MAIN STREET,NA,Y,NA,NA,3,0,2,A,9,D,C,A,H,C,N,N,N,N,N,0,2,0,0,0,0,0,0,0,UNINCORPORATED,-121.6562099,36.73443004,36.73443004,-121.6562099,"c(-121.6562099, 36.73443004)",Other Unincorporated
2017,2/20/17,2017-02-20T11:51:00Z,Monday,101,CHUALAR RIVER RD,S,N,101,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,UNINCORPORATED,-121.4828613,36.53792641,36.53792641,-121.4828613,"c(-121.48286126, 36.53792641)",Other Unincorporated
2017,2/20/17,2017-02-20T03:10:00Z,Monday,1,DEL MONTE BLVD,N,N,1,NA,4,0,1,A,8,F,I,A,H,D,N,N,N,N,N,0,0,1,0,0,0,0,0,0,UNINCORPORATED,-121.7886311,36.72676635,36.72676635,-121.7886311,"c(-121.78863105, 36.72676635)",Other Unincorporated
2017,2/20/17,2017-02-20T20:32:00Z,Monday,101,CORRECTIONAL TRAINING FACILITY,N,N,101,NA,4,0,1,A,3,C,C,A,H,D,N,N,N,N,N,0,0,1,0,0,0,0,0,0,UNINCORPORATED,-121.3981855,36.47093692,36.47093692,-121.3981855,"c(-121.39818553, 36.47093692)",Other Unincorporated
2017,2/20/17,2017-02-20T11:07:00Z,Monday,101,SALA ROAD,S,N,101,NA,3,0,1,A,8,E,I,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,UNINCORPORATED,-121.6569797,36.73260745,36.73260745,-121.6569797,"c(-121.65697966, 36.73260745)",Other Unincorporated
2017,2/21/17,2017-02-21T16:45:00Z,Tuesday,SAN JUAN RD.,CARPENTERIA RD.,NA,Y,NA,NA,4,0,4,A,9,A,C,A,H,A,N,N,N,N,N,0,0,4,0,0,0,0,0,0,UNINCORPORATED,-121.6534299,36.86018002,36.86018002,-121.6534299,"c(-121.6534299, 36.86018002)",Other Unincorporated
2017,2/20/17,2017-02-20T10:40:00Z,Monday,101,CRAZY HORSE CANYON ROAD,S,N,101,NA,4,0,1,A,3,E,I,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,UNINCORPORATED,-121.6397236,36.8149027,36.8149027,-121.6397236,"c(-121.6397236, 36.8149027)",Other Unincorporated
2017,2/18/17,2017-02-18T15:13:00Z,Saturday,TARPEY ROAD,MAHER ROAD,E,N,NA,NA,3,0,1,A,5,D,C,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,UNINCORPORATED,-121.6853588,36.86117465,36.86117465,-121.6853588,"c(-121.68535881, 36.86117465)",Royal Oaks
2017,2/21/17,2017-02-21T01:40:00Z,Tuesday,101,OLD STAGE ROAD O/C,N,N,101,NA,3,0,1,A,1,E,I,A,H,C,N,N,N,N,Y,0,1,0,0,0,0,0,0,0,UNINCORPORATED,-121.4661024,36.52416382,36.52416382,-121.4661024,"c(-121.46610235, 36.52416382)",Other Unincorporated
2017,2/22/17,2017-02-22T13:40:00Z,Wednesday,68,SAN BENANCIO ROAD,E,N,68,NA,4,0,2,A,3,C,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,UNINCORPORATED,-121.7183366,36.58111949,36.58111949,-121.7183366,"c(-121.71833658, 36.58111949)",Other Unincorporated
2017,2/24/17,2017-02-24T18:41:00Z,Friday,SALINAS ROAD,WERNER ROAD,E,N,NA,NA,4,0,2,A,9,D,C,A,H,D,N,N,N,N,N,0,0,2,0,0,0,0,0,0,UNINCORPORATED,-121.7473422,36.88079286,36.88079286,-121.7473422,"c(-121.74734216, 36.88079286)",Royal Oaks
2017,2/20/17,2017-02-20T14:05:00Z,Monday,101,PARIS VALLEY ROAD O/C,S,N,101,NA,4,0,2,A,3,C,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,UNINCORPORATED,-120.9891145,36.07045965,36.07045965,-120.9891145,"c(-120.98911453, 36.07045965)",Other Unincorporated
2017,2/22/17,2017-02-22T18:55:00Z,Wednesday,183,COOPER ROAD,N,N,183,NA,3,0,2,A,3,F,C,A,H,D,N,N,N,N,N,0,2,0,0,0,0,0,0,0,UNINCORPORATED,-121.7239471,36.7205339,36.7205339,-121.7239471,"c(-121.72394712, 36.7205339)",Other Unincorporated
2017,2/11/17,2017-02-11T14:30:00Z,Saturday,1,BIG SUR GRANGE,S,N,1,NA,3,0,1,A,3,D,C,A,H,A,N,N,Y,N,N,0,1,0,0,0,0,0,0,1,UNINCORPORATED,-121.7974131,36.26429587,36.26429587,-121.7974131,"c(-121.79741312, 36.26429587)",Big Sur
2017,2/20/17,2017-02-20T19:34:00Z,Monday,RIVER ROAD,PARKER ROAD,E,N,NA,NA,3,0,1,A,8,E,I,A,H,D,N,N,N,N,N,0,1,0,0,0,0,0,0,0,UNINCORPORATED,-121.6007216,36.58579998,36.58579998,-121.6007216,"c(-121.60072157, 36.58579998)",Other Unincorporated
2017,2/26/17,2017-02-26T11:00:00Z,Sunday,CACHAGUA ROAD,TASSAJARA ROAD,W,N,NA,NA,3,0,1,A,1,E,I,A,H,A,N,N,N,N,Y,0,1,0,0,0,0,0,0,0,UNINCORPORATED,-121.6301304,36.39204819,36.39204819,-121.6301304,"c(-121.63013035, 36.39204819)",Carmel Valley
2017,2/11/17,2017-02-11T13:55:00Z,Saturday,ELM AVENUE,ESPINOSA RD,E,N,NA,NA,1,1,2,A,1,E,I,E,H,A,Y,N,N,N,Y,1,0,1,1,2,0,0,0,0,UNINCORPORATED,-121.2064143,36.33703072,36.33703072,-121.2064143,"c(-121.20641431, 36.33703072)",Other Unincorporated
2017,2/24/17,2017-02-24T17:35:00Z,Friday,68,SR-1,W,N,68,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,UNINCORPORATED,-121.9130515,36.57544276,36.57544276,-121.9130515,"c(-121.9130515, 36.57544276)",Pebble Beach
2017,2/28/17,2017-02-28T06:58:00Z,Tuesday,SALINAS RD,SR-1,E,N,NA,NA,3,0,2,A,3,C,C,A,H,A,N,N,N,N,N,0,1,1,0,0,0,0,0,0,UNINCORPORATED,-121.77025,36.86967,36.86967,-121.77025,"c(-121.77025, 36.86967)",Royal Oaks
2016,12/16/16,2016-12-16T15:17:00Z,Friday,68,STEPHANIE DRIVE,W,N,68,NA,1,1,1,A,8,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,UNINCORPORATED,-121.661601,36.65175385,36.65175385,-121.661601,"c(-121.66160097, 36.65175385)",Salinas
2016,8/4/16,2016-08-04T10:22:00Z,Thursday,SALINAS ST,W ALISAL ST,NA,Y,NA,NA,4,0,2,A,12,D,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,SALINAS,-121.6560299,36.67362002,36.67362002,-121.6560299,"c(-121.65602994, 36.67362002)",Salinas
2016,8/15/16,2016-08-15T11:19:00Z,Monday,E ALISAL ST,WOOD ST,NA,Y,NA,NA,3,0,1,A,12,-,C,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SALINAS,-121.6353999,36.67370002,36.67370002,-121.6353999,"c(-121.63539987, 36.67370002)",Salinas
2016,8/6/16,2016-08-06T15:42:00Z,Saturday,LEWIS,FAULKNER CIR,NA,Y,NA,NA,3,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SALINAS,-121.6084899,36.70793,36.70793,-121.6084899,"c(-121.60848993, 36.70793)",Salinas
2016,8/17/16,2016-08-17T07:52:00Z,Wednesday,DEL MONTE BL,RESERVATION RD,S,N,NA,NA,3,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,MARINA,-121.7998307,36.68758915,36.68758915,-121.7998307,"c(-121.79983074, 36.68758915)",Marina
2016,8/13/16,2016-08-13T17:36:00Z,Saturday,CASENTINI ST,RICO ST,E,N,NA,NA,3,0,1,A,9,D,C,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SALINAS,-121.6585103,36.68678896,36.68678896,-121.6585103,"c(-121.65851029, 36.68678896)",Salinas
2016,8/20/16,2016-08-20T07:40:00Z,Saturday,LINWOOD DR,VALLEJO ST,NA,Y,NA,NA,4,0,1,C,18,C,E,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.64382,36.69832002,36.69832002,-121.64382,"c(-121.64381998, 36.69832002)",Salinas
2016,8/13/16,2016-08-13T22:14:00Z,Saturday,RUSSELL RD,NORTH MAIN ST,E,N,NA,NA,3,0,2,A,3,B,C,A,H,C,N,N,N,N,N,0,1,1,0,0,0,0,0,0,SALINAS,-121.6545119,36.73394536,36.73394536,-121.6545119,"c(-121.65451193, 36.73394536)",Other Unincorporated
2016,8/25/16,2016-08-25T10:45:00Z,Thursday,SKYWAY BL,AIRPORT BL,N,N,NA,NA,4,0,1,A,5,-,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6142087,36.66793335,36.66793335,-121.6142087,"c(-121.61420871, 36.66793335)",Salinas
2016,8/24/16,2016-08-24T22:41:00Z,Wednesday,NORTH MAIN ST,NAVAJO DR,NA,Y,NA,NA,3,0,5,A,12,D,C,A,H,C,N,N,N,N,N,0,1,4,0,0,0,0,0,0,SALINAS,-121.6532499,36.70570007,36.70570007,-121.6532499,"c(-121.65324988, 36.70570007)",Salinas
2016,9/12/16,2016-09-12T16:50:00Z,Monday,IMJIN PW,3RD AV,W,N,NA,NA,3,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,MARINA,-121.8046888,36.66650857,36.66650857,-121.8046888,"c(-121.80468877, 36.66650857)",Marina
2016,9/20/16,2016-09-20T14:13:00Z,Tuesday,TYLER ST,DEL MONTE AV,NA,Y,NA,NA,3,0,2,A,12,D,C,A,H,A,N,N,N,N,N,0,2,0,0,0,0,0,0,0,MONTEREY,-121.8931799,36.60077011,36.60077011,-121.8931799,"c(-121.89317991, 36.60077011)",Monterey
2016,9/9/16,2016-09-09T14:19:00Z,Friday,LINDA VISTA DR,MAR VISTA DR,S,N,NA,NA,3,0,1,A,8,E,I,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,MONTEREY,-121.9085544,36.58404557,36.58404557,-121.9085544,"c(-121.90855443, 36.58404557)",Monterey
2016,10/18/16,2016-10-18T21:15:00Z,Tuesday,FOLETTA ROAD,ALTA STREET,N,N,NA,NA,1,1,0,A,11,G,B,E,H,D,Y,N,N,N,N,0,0,0,1,0,0,0,0,0,UNINCORPORATED,-121.46535,36.52314,36.52314,-121.46535,"c(-121.46535, 36.52314)",Other Unincorporated
2017,2/26/17,2017-02-26T18:35:00Z,Sunday,SR-1,CALIFORNIA AVE.,S,N,NA,NA,4,0,2,A,3,C,C,A,H,C,N,N,N,N,N,0,0,2,0,0,0,0,0,0,UNINCORPORATED,-121.8447691,36.62276729,36.62276729,-121.8447691,"c(-121.84476907, 36.62276729)",Sand City
2017,3/3/17,2017-03-03T19:45:00Z,Friday,101,HUDSON RD,N,N,101,NA,3,0,1,A,8,F,A,A,H,D,N,N,N,N,N,0,1,0,0,0,0,0,0,0,UNINCORPORATED,-121.2713833,36.35679268,36.35679268,-121.2713833,"c(-121.2713833, 36.35679268)",Other Unincorporated
2017,3/3/17,2017-03-03T14:05:00Z,Friday,SR-25 SOUTHBOUND,SR-146,S,N,NA,NA,3,0,1,A,8,F,A,A,H,A,N,N,Y,N,N,0,1,0,0,0,0,0,0,1,UNINCORPORATED,NA,NA,0,0,"c(0, 0)",Other Unincorporated
2017,2/27/17,2017-02-27T08:10:00Z,Monday,SAN MIGUEL CANYON ROAD,LANGLEY CANYON ROAD,E,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,UNINCORPORATED,-121.6677733,36.80446735,36.80446735,-121.6677733,"c(-121.66777334, 36.80446735)",Other Unincorporated
2017,1/20/17,2017-01-20T22:40:00Z,Friday,68,TORERO DRIVE,W,N,68,NA,1,1,1,A,5,D,C,A,H,D,N,N,N,N,N,0,0,1,0,0,0,0,0,0,UNINCORPORATED,-121.7118818,36.58698674,36.58698674,-121.7118818,"c(-121.71188184, 36.58698674)",Other Unincorporated
2017,3/2/17,2017-03-02T17:35:00Z,Thursday,US-101 (S/B),SAN JUAN RD,S,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,UNINCORPORATED,NA,NA,0,0,"c(0, 0)",Other Unincorporated
2017,3/3/17,2017-03-03T04:28:00Z,Friday,101,SALA ROAD O/C,S,N,101,NA,3,0,1,A,8,E,I,A,H,D,N,N,N,N,N,0,1,0,0,0,0,0,0,0,UNINCORPORATED,-121.658466,36.73823775,36.73823775,-121.658466,"c(-121.65846602, 36.73823775)",Other Unincorporated
2017,3/6/17,2017-03-06T08:37:00Z,Monday,68,SKYLINE FOREST DR,W,N,68,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,Y,N,0,0,1,0,0,0,0,0,0,UNINCORPORATED,-121.9201652,36.5876853,36.5876853,-121.9201652,"c(-121.92016523, 36.5876853)",Pebble Beach
2017,3/2/17,2017-03-02T19:10:00Z,Thursday,RUSSELL RD,VAN BUREN AVE,NA,Y,NA,NA,3,0,3,A,9,D,C,A,H,C,N,N,N,N,N,0,1,2,0,0,0,0,0,0,UNINCORPORATED,-121.6480499,36.73213004,36.73213004,-121.6480499,"c(-121.64804986, 36.73213004)",Other Unincorporated
2017,3/5/17,2017-03-05T07:47:00Z,Sunday,SR-1 N/B,RESERVATION RD,S,N,NA,NA,4,0,2,A,8,E,I,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,UNINCORPORATED,-121.8048583,36.69638803,36.69638803,-121.8048583,"c(-121.80485827, 36.69638803)",Marina
2016,9/18/16,2016-09-18T13:44:00Z,Sunday,WAVE ST,HOFFMAN AV,S,N,NA,NA,3,0,2,A,21,D,C,A,H,A,N,N,Y,N,N,0,2,0,0,0,0,0,0,2,MONTEREY,-121.8999254,36.61424899,36.61424899,-121.8999254,"c(-121.89992535, 36.61424899)",Monterey
2016,10/11/16,2016-10-11T07:29:00Z,Tuesday,N 1ST ST,W ALVIN DR,NA,Y,NA,NA,4,0,1,A,9,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.65603,36.7075101,36.7075101,-121.65603,"c(-121.65602996, 36.7075101)",Salinas
2016,10/17/16,2016-10-17T07:42:00Z,Monday,WASHINGTON ST,DEL MONTE AV,NA,Y,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,-121.8923399,36.60066003,36.60066003,-121.8923399,"c(-121.89233987, 36.60066003)",Monterey
2016,10/15/16,2016-10-15T17:39:00Z,Saturday,EAST LAUREL DR,CONSTITUTION BL,W,N,NA,NA,4,0,1,A,0,B,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6323955,36.69454009,36.69454009,-121.6323955,"c(-121.63239553, 36.69454009)",Salinas
2016,10/18/16,2016-10-18T16:38:00Z,Tuesday,11TH AV,SAN CARLOS ST,E,N,NA,NA,3,0,1,A,3,E,I,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,CARMEL,-121.9216974,36.54886135,36.54886135,-121.9216974,"c(-121.92169742, 36.54886135)",Carmel-by-the-Sea
2016,10/26/16,2016-10-26T10:04:00Z,Wednesday,OCEAN AV,TORRES ST,NA,Y,NA,NA,4,0,3,A,9,D,C,A,H,A,N,N,N,N,N,0,0,3,0,0,0,0,0,0,CARMEL,-121.9190699,36.55510008,36.55510008,-121.9190699,"c(-121.91906992, 36.55510008)",Carmel-by-the-Sea
2016,10/28/16,2016-10-28T15:08:00Z,Friday,RIKER ST,ROMIE LN,NA,Y,NA,NA,4,0,1,A,9,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.66276,36.66382011,36.66382011,-121.66276,"c(-121.66275996, 36.66382011)",Salinas
2016,10/13/16,2016-10-13T11:21:00Z,Thursday,ALVIN DR,MCKINNON ST,NA,Y,NA,NA,2,0,2,A,12,D,C,A,H,A,N,N,N,N,N,1,0,1,0,0,0,0,0,0,SALINAS,-121.64585,36.70723008,36.70723008,-121.64585,"c(-121.64585, 36.70723008)",Salinas
2016,10/11/16,2016-10-11T16:23:00Z,Tuesday,LAUREL DR,CONSTITUTION BL,W,N,NA,NA,4,0,4,A,4,C,C,A,H,B,N,N,N,N,N,0,0,4,0,0,0,0,0,0,SALINAS,-121.6341438,36.69532043,36.69532043,-121.6341438,"c(-121.63414384, 36.69532043)",Salinas
2016,10/17/16,2016-10-17T10:21:00Z,Monday,SHERWOOD DR,SIOUX DR,S,N,NA,NA,4,0,2,A,1,B,C,A,H,A,N,N,N,N,Y,0,0,2,0,0,0,0,0,0,SALINAS,NA,NA,0,0,"c(0, 0)",Other Unincorporated
2016,7/11/16,2016-07-11T02:24:00Z,Monday,HARDEN PKY,MCKINNON ST,NA,Y,NA,NA,3,0,1,A,8,E,I,A,H,C,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SALINAS,-121.64408,36.7120901,36.7120901,-121.64408,"c(-121.64407996, 36.7120901)",Salinas
2016,7/22/16,2016-07-22T14:52:00Z,Friday,OSAGE DR,ADAMS ST,E,N,NA,NA,3,0,1,A,11,D,G,C,H,A,Y,N,N,N,N,0,1,0,0,1,0,0,0,0,SALINAS,-121.6615093,36.70420087,36.70420087,-121.6615093,"c(-121.6615093, 36.70420087)",Salinas
2017,3/8/17,2017-03-08T17:55:00Z,Wednesday,AQUAJITO ROAD,LOMA ALTA ROAD,E,N,NA,NA,3,0,1,A,9,D,G,A,H,A,N,Y,N,N,N,0,1,0,0,0,0,1,0,0,UNINCORPORATED,NA,NA,0,0,"c(0, 0)",Other Unincorporated
2017,3/7/17,2017-03-07T17:00:00Z,Tuesday,101,CENTRAL AVENUE EXTENSION,S,N,101,NA,4,0,2,A,8,E,C,A,H,A,N,N,N,Y,N,0,0,2,0,0,0,0,0,0,UNINCORPORATED,-121.1541337,36.20065577,36.20065577,-121.1541337,"c(-121.15413374, 36.20065577)",Other Unincorporated
2017,3/5/17,2017-03-05T16:25:00Z,Sunday,RESERVATION ROAD,DAVIS ROAD,W,N,NA,NA,3,0,2,A,9,D,C,A,H,A,N,N,N,N,N,0,2,0,0,0,0,0,0,0,UNINCORPORATED,-121.70768,36.63828,36.63828,-121.70768,"c(-121.70768, 36.63828)",Other Unincorporated
2017,3/5/17,2017-03-05T17:30:00Z,Sunday,RESERVATION ROAD,DAVIS ROAD,W,N,NA,NA,4,0,2,A,3,C,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,UNINCORPORATED,-121.70768,36.63828,36.63828,-121.70768,"c(-121.70768, 36.63828)",Other Unincorporated
2017,3/3/17,2017-03-03T16:40:00Z,Friday,US 101 (N/B),MAIN ST.,N,N,NA,NA,3,0,2,A,3,F,C,A,H,A,N,N,N,N,N,0,1,1,0,0,0,0,0,0,UNINCORPORATED,-121.5215346,36.57267552,36.57267552,-121.5215346,"c(-121.52153455, 36.57267552)",Other Unincorporated
2017,3/4/17,2017-03-04T14:20:00Z,Saturday,68,TORERO DRIVE,W,N,68,NA,4,0,2,A,9,D,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,UNINCORPORATED,-121.7118481,36.58707122,36.58707122,-121.7118481,"c(-121.71184805, 36.58707122)",Other Unincorporated
2017,3/4/17,2017-03-04T07:50:00Z,Saturday,SAN MIGUEL CANYON RD,ECHO VALLEY RD,S,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,Y,N,0,0,1,0,0,0,0,0,0,UNINCORPORATED,-121.673216,36.82123997,36.82123997,-121.673216,"c(-121.67321603, 36.82123997)",Other Unincorporated
2017,1/18/17,2017-01-18T13:30:00Z,Wednesday,1,AGUAJITO ROAD,N,N,1,R,1,1,0,A,8,E,I,A,H,A,N,N,N,N,N,0,0,0,0,0,0,0,0,0,MONTEREY,-121.87916,36.59294,36.59294,-121.87916,"c(-121.87916, 36.59294)",Monterey
2017,3/4/17,2017-03-04T01:50:00Z,Saturday,W. BLANCO ROAD,ARMSTRONG ROAD,W,N,NA,NA,3,0,1,A,8,F,A,A,H,D,N,N,N,N,N,0,1,0,0,0,0,0,0,0,UNINCORPORATED,-121.7169237,36.67871,36.67871,-121.7169237,"c(-121.71692373, 36.67871)",Other Unincorporated
2017,3/7/17,2017-03-07T12:08:00Z,Tuesday,ALISAL RD,SPENCE RD,N,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,UNINCORPORATED,NA,NA,0,0,"c(0, 0)",Other Unincorporated
2017,3/2/17,2017-03-02T07:50:00Z,Thursday,STATE ROUTE 1 (SOUTHBOUND),TIOGA AVE.,S,N,NA,NA,3,0,2,A,3,C,C,A,H,A,N,N,N,N,N,0,1,1,0,0,0,0,0,0,UNINCORPORATED,-121.8500403,36.61647683,36.61647683,-121.8500403,"c(-121.85004026, 36.61647683)",Sand City
2016,7/29/16,2016-07-29T17:45:00Z,Friday,NORTH DAVIS RD,WESTRIDGE PKWY,S,N,NA,NA,4,0,1,A,9,-,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6669652,36.70123416,36.70123416,-121.6669652,"c(-121.66696522, 36.70123416)",Salinas
