X1,ACCIDENT_YEAR,COLLISION_DATE,COLLISION_TIME,DAY_OF_WEEK,PRIMARY_RD,SECONDARY_RD,DIRECTION,INTERSECTION,STATE_ROUTE,LOCATION_TYPE,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,PRIMARY_COLL_FACTOR,PCF_VIOL_CATEGORY,TYPE_OF_COLLISION,MVIW,PED_ACTION,ROAD_COND_1,LIGHTING,PEDESTRIAN_ACCIDENT,BICYCLE_ACCIDENT,MOTORCYCLE_ACCIDENT,TRUCK_ACCIDENT,ALCOHOL_INVOLVED,COUNT_SEVERE_INJ,COUNT_VISIBLE_INJ,COUNT_COMPLAINT_PAIN,COUNT_PED_KILLED,COUNT_PED_INJURED,COUNT_BICYCLIST_KILLED,COUNT_BICYCLIST_INJURED,COUNT_MC_KILLED,COUNT_MC_INJURED,CITY,lon,lat,geometry,city_new
6078,2017,11/27/17,2017-11-27T08:20:00Z,Monday,FOLETTA RD.,CHUALAR RIVER RD.,S,N,NA,NA,4,0,1,A,1,E,I,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,CHUALAR,-121.4995236,36.55078549,"c(-121.4995236, 36.55078549)",Chualar
6079,2017,11/26/17,2017-11-26T08:47:00Z,Sunday,101,SALA RD,N,N,101,R,3,0,1,A,8,E,I,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SALINAS,-121.6618,36.74507,"c(-121.6618, 36.74507)",Other Unincorporated
6080,2017,11/27/17,2017-11-27T07:55:00Z,Monday,101,ESPERANZA RD.,S,N,101,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.5377571,36.58823559,"c(-121.5377571, 36.58823559)",Other Unincorporated
6081,2017,11/27/17,2017-11-27T04:05:00Z,Monday,101,CRAZY HORSE CANYON ROAD OVERCROSSING,N,N,101,NA,4,0,1,A,3,E,I,A,H,D,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.630067,36.83240885,"c(-121.630067, 36.83240885)",Other Unincorporated
6082,2017,11/27/17,2017-11-27T04:07:00Z,Monday,101,CRAZY HORSE CANYON ROAD OVERCROSSING,N,N,NA,NA,4,0,1,A,3,A,C,A,H,D,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.63271,36.81839,"c(-121.63271, 36.81839)",Other Unincorporated
6083,2017,11/25/17,2017-11-25T20:28:00Z,Saturday,CALLE DEL ADOBE,ADDINGTON LN,E,N,NA,NA,2,0,1,A,5,H,G,A,H,D,N,Y,N,N,N,1,0,0,0,0,0,1,0,0,SALINAS,-121.67403470000001,36.6989375,"c(-121.6740347, 36.6989375)",Other Unincorporated
6084,2017,11/29/17,2017-11-29T17:55:00Z,Wednesday,ELKHORN RD,GARIN RD,E,N,NA,NA,4,0,1,A,3,C,C,A,H,D,N,N,N,N,N,0,0,1,0,0,0,0,0,0,ROYAL OAKS,-121.7444496,36.8731649,"c(-121.7444496, 36.8731649)",Royal Oake
6085,2017,11/27/17,2017-11-27T08:24:00Z,Monday,1,AGUAJITO ROAD,S,N,NA,NA,3,0,1,A,8,E,I,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,MONTEREY,-121.8812083,36.59012724,"c(-121.8812083, 36.59012724)",Monterey
6086,2017,11/27/17,2017-11-27T11:47:00Z,Monday,BLANCO ROAD,ARMSTRONG ROAD,W,N,NA,NA,3,0,1,A,3,C,C,A,D,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SALINAS,-121.7313309,36.67871585,"c(-121.7313309, 36.67871585)",Other Unincorporated
6087,2017,11/30/17,2017-11-30T17:31:00Z,Thursday,1,AGUAJITO ROAD O/C,S,N,NA,NA,4,0,1,A,3,C,C,A,H,C,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,-121.8831962,36.5861115,"c(-121.8831962, 36.5861115)",Monterey
6088,2017,11/29/17,2017-11-29T17:28:00Z,Wednesday,FRUITLAND AVE,SALINAS RD,NA,Y,NA,NA,4,0,1,A,9,D,C,A,H,D,N,N,N,N,N,0,0,1,0,0,0,0,0,0,ROYAL OAKS,-121.75256,36.87801004,"c(-121.75256, 36.87801004)",Royal Oake
6089,2017,12/2/17,2017-12-02T14:30:00Z,Saturday,CARMEL VALLEY ROAD,CACHAGUA ROAD,W,N,NA,NA,4,0,1,A,8,E,I,A,H,A,N,N,Y,N,N,0,0,1,0,0,0,0,0,1,CARMEL VALLEY,-121.6832011,36.44683024,"c(-121.6832011, 36.44683024)",Carmel Valley
6090,2017,6/5/17,2017-06-05T13:31:00Z,Monday,LIGHTHOUSE AV,DRAKE AV,S,N,NA,NA,3,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,MONTEREY,-121.8998525,36.61134848,"c(-121.8998525, 36.61134848)",Monterey
6091,2017,2/3/17,2017-02-03T19:10:00Z,Friday,FAIRVIEW DR,SANBORN RD,NA,Y,NA,NA,4,0,1,A,9,D,C,A,H,C,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6279199,36.66709006,"c(-121.6279199, 36.66709006)",Salinas
6092,2017,3/14/17,2017-03-14T17:27:00Z,Tuesday,SALINAS,EAST SAN LUIS ST,NA,Y,NA,NA,4,0,1,A,12,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6556599,36.67181007,"c(-121.6556599, 36.67181007)",Salinas
6093,2017,6/7/17,2017-06-07T17:15:00Z,Wednesday,DAVID AV,SPENCER ST,NA,Y,NA,NA,4,0,2,A,9,D,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,MONTEREY,-121.9079399,36.61517006,"c(-121.9079399, 36.61517006)",Monterey
6094,2017,6/13/17,2017-06-13T13:38:00Z,Tuesday,RESERVATION RD,BEACH RD,NA,Y,NA,NA,4,0,2,A,3,B,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,MARINA,-121.8017599,36.69492007,"c(-121.8017599, 36.69492007)",Marina
6095,2017,5/28/17,2017-05-28T11:46:00Z,Sunday,GARDEN RD,HENDERSON WY,E,N,NA,NA,3,0,1,A,9,B,C,A,H,A,N,N,Y,N,N,0,1,0,0,0,0,0,0,1,MONTEREY,-121.8534046,36.58613821,"c(-121.8534046, 36.58613821)",Monterey
6096,2017,5/22/17,2017-05-22T17:07:00Z,Monday,DEL MONTE AV,CASA VERDE WY,E,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,-121.8663352,36.60219917,"c(-121.8663352, 36.60219917)",Monterey
6097,2017,5/29/17,2017-05-29T12:41:00Z,Monday,OCEAN AV,TORRES ST,W,N,NA,NA,4,0,1,A,9,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,CARMEL,-121.9191143,36.55509947,"c(-121.9191143, 36.55509947)",Carmel-by-the-Sea
6098,2017,6/27/17,2017-06-27T20:00:00Z,Tuesday,DEL MONTE AV,HANNON AV,E,N,NA,NA,4,0,1,C,18,F,I,A,H,A,N,N,Y,N,N,0,0,1,0,0,0,0,0,1,MONTEREY,-121.8616965,36.6043162,"c(-121.8616965, 36.6043162)",Monterey
6099,2017,6/22/17,2017-06-22T16:33:00Z,Thursday,DEL MONTE AV,ENGLISH AV,W,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,-121.8610833,36.60462051,"c(-121.8610833, 36.60462051)",Monterey
6100,2017,11/29/17,2017-11-29T00:45:00Z,Wednesday,HALL ROAD,ELKHORN ROAD,E,N,NA,NA,3,0,1,A,1,E,I,A,H,D,N,N,N,N,Y,0,1,0,0,0,0,0,0,0,ROYAL OAKS,-121.7429307,36.86776188,"c(-121.7429307, 36.86776188)",Royal Oake
6101,2017,12/3/17,2017-12-03T23:40:00Z,Sunday,CASTROVILLE BLVD,ARCHER ROAD,E,N,NA,NA,3,0,1,A,1,E,A,A,H,D,N,N,N,N,Y,0,1,0,0,0,0,0,0,0,CASTROVILLE,-121.6990403,36.79870835,"c(-121.6990403, 36.79870835)",Castroville
6102,2017,12/8/17,2017-12-08T19:35:00Z,Friday,FOOTHILL RD.,RIVER RD.,S,N,NA,NA,3,0,1,A,8,F,A,A,H,D,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SOLEDAD,-121.3873344,36.40802446,"c(-121.3873344, 36.40802446)",Other Unincorporated
6103,2017,12/1/17,2017-12-01T18:25:00Z,Friday,BLANCO RD,DAVIS RD,W,N,NA,NA,4,0,1,A,3,C,C,A,H,C,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6855613,36.66699369,"c(-121.6855613, 36.66699369)",Other Unincorporated
6104,2017,12/1/17,2017-12-01T21:30:00Z,Friday,68,TORERO DRIVE,W,N,68,NA,4,0,1,A,1,F,I,A,H,D,N,N,N,N,Y,0,0,1,0,0,0,0,0,0,SALINAS,-121.7052553,36.59302686,"c(-121.7052553, 36.59302686)",Other Unincorporated
6105,2017,12/2/17,2017-12-02T03:00:00Z,Saturday,CARMEL VALLEY ROAD,LOS TULARES,W,N,NA,NA,3,0,2,A,8,E,I,A,E,D,N,N,N,N,N,0,2,0,0,0,0,0,0,0,CARMEL VALLEY,-121.7129006,36.46883965,"c(-121.7129006, 36.46883965)",Carmel Valley
6106,2017,12/2/17,2017-12-02T18:03:00Z,Saturday,156,OAK HILLS DR,E,N,156,NA,4,0,1,A,3,C,C,A,H,D,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.7032429,36.78004108,"c(-121.7032429, 36.78004108)",Other Unincorporated
6107,2017,12/2/17,2017-12-02T01:20:00Z,Saturday,101,GOULD ROAD,N,N,101,NA,3,0,1,A,1,E,I,A,H,D,N,N,N,N,Y,0,1,0,0,0,0,0,0,0,SALINAS,-121.6024785,36.63851985,"c(-121.6024785, 36.63851985)",Other Unincorporated
6108,2017,12/3/17,2017-12-03T11:20:00Z,Sunday,1,CARMEL HILLS DRIVE,S,N,1,NA,3,0,1,A,7,B,C,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,CARMEL,-121.9099691,36.54836511,"c(-121.9099691, 36.54836511)",Other Unincorporated
6109,2017,12/5/17,2017-12-05T08:28:00Z,Tuesday,101,JOHN ST.,N,N,101,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6392173,36.67108339,"c(-121.6392173, 36.67108339)",Salinas
6110,2017,6/20/17,2017-06-20T15:45:00Z,Tuesday,DEL MONTE AV,SLOAT AV,W,N,NA,NA,3,0,1,A,9,D,C,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,MONTEREY,-121.8789549,36.5998615,"c(-121.8789549, 36.5998615)",Monterey
6111,2017,6/22/17,2017-06-22T13:51:00Z,Thursday,IMJIN PW,2ND AV,W,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MARINA,-121.8094683,36.6680501,"c(-121.8094683, 36.6680501)",Marina
6112,2017,5/14/17,2017-05-14T02:55:00Z,Sunday,BROADWAY AV,CONTRA COSTA ST,E,N,NA,NA,3,0,1,A,8,C,E,A,H,C,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SEASIDE,-121.8518925,36.60930487,"c(-121.8518925, 36.60930487)",Seaside
6113,2017,5/23/17,2017-05-23T20:13:00Z,Tuesday,ALHAMBRA ST,HAMILTON AV,N,N,NA,NA,4,0,1,A,1,C,E,A,H,B,N,N,N,N,Y,0,0,1,0,0,0,0,0,0,SEASIDE,-121.8491487,36.60562669,"c(-121.8491487, 36.60562669)",Seaside
6114,2017,6/28/17,2017-06-28T12:18:00Z,Wednesday,68,OLMSTED RD,W,N,68,H,4,0,4,A,3,C,C,A,H,A,N,N,N,N,N,0,0,4,0,0,0,0,0,0,MONTEREY,-121.852369,36.58364844,"c(-121.852369, 36.58364844)",Monterey
6115,2017,6/30/17,2017-06-30T16:23:00Z,Friday,PACIFIC ST,SCOTT ST,S,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,-121.8953854,36.60274058,"c(-121.8953854, 36.60274058)",Monterey
6116,2017,6/29/17,2017-06-29T11:45:00Z,Thursday,IMJIN PKWY,RT 1,E,N,NA,NA,4,0,4,A,3,C,C,A,H,A,N,N,N,N,N,0,0,4,0,0,0,0,0,0,MARINA,-121.81288,36.66943,"c(-121.81288, 36.66943)",Marina
6117,2017,6/28/17,2017-06-28T23:22:00Z,Wednesday,SOLEDAD DR,MONTE VISTA DR,NA,Y,NA,NA,3,0,2,A,12,D,C,A,H,C,N,N,N,N,N,0,1,1,0,0,0,0,0,0,MONTEREY,-121.9048999,36.58571003,"c(-121.9048999, 36.58571003)",Monterey
6118,2017,6/26/17,2017-06-26T13:09:00Z,Monday,DEL MONTE AV,FIGUEROA ST,W,N,NA,NA,4,0,1,A,21,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,-121.8900868,36.6002675,"c(-121.8900868, 36.6002675)",Monterey
6119,2017,6/26/17,2017-06-26T10:07:00Z,Monday,DEL MONTE AV,FIGUEROA ST,NA,Y,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,-121.8900399,36.60026007,"c(-121.8900399, 36.60026007)",Monterey
6120,2017,6/30/17,2017-06-30T14:14:00Z,Friday,DEL MONTE AV,PALO VERDE AV,E,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,-121.8686853,36.60111028,"c(-121.8686853, 36.60111028)",Monterey
6121,2017,11/27/17,2017-11-27T00:58:00Z,Monday,BLANCO ROAD,COOPER ROAD,E,N,NA,NA,3,0,2,A,3,C,C,A,H,D,N,N,N,N,N,0,1,1,0,0,0,0,0,0,SALINAS,-121.7278165,36.67871003,"c(-121.7278165, 36.67871003)",Other Unincorporated
6122,2017,12/6/17,2017-12-06T16:45:00Z,Wednesday,183,PALM STREET,S,N,183,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,CASTROVILLE,-121.748854,36.75894416,"c(-121.748854, 36.75894416)",Castroville
6123,2017,12/5/17,2017-12-05T18:00:00Z,Tuesday,1,AGUAJITO RD.,N,N,1,NA,4,0,2,A,3,C,C,A,H,D,N,N,N,N,N,0,0,2,0,0,0,0,0,0,MONTEREY,-121.8752787,36.59360385,"c(-121.8752787, 36.59360385)",Monterey
6124,2017,12/11/17,2017-12-11T17:55:00Z,Monday,101,BLACKIE ROAD,NA,Y,101,NA,3,0,1,A,1,E,I,A,H,D,N,N,N,N,Y,0,1,0,0,0,0,0,0,0,SALINAS,-121.6693277,36.77278917,"c(-121.6693277, 36.77278917)",Other Unincorporated
6125,2017,12/13/17,2017-12-13T19:10:00Z,Wednesday,ELM AVE,ARROYO SECO RD,S,N,NA,NA,3,0,1,A,1,E,I,A,H,D,N,N,N,N,Y,0,1,0,0,0,0,0,0,0,SOLEDAD,-121.32633,36.28021,"c(-121.32633, 36.28021)",Other Unincorporated
6126,2017,12/6/17,2017-12-06T07:46:00Z,Wednesday,1,LIGHTFIGHTER DRIVE,N,N,1,NA,4,0,1,A,3,C,C,A,H,E,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SEASIDE,-121.8150105,36.64910249,"c(-121.8150105, 36.64910249)",Seaside
6127,2017,12/6/17,2017-12-06T05:25:00Z,Wednesday,1,JETTY ROAD,S,N,1,NA,3,0,1,A,3,C,C,A,H,D,N,N,N,N,N,0,1,0,0,0,0,0,0,0,MOSS LANDING,-121.7857062,36.81430709,"c(-121.7857062, 36.81430709)",Moss Landing
6128,2017,12/6/17,2017-12-06T18:43:00Z,Wednesday,183,ESPINOSA ROAD,S,N,183,NA,4,0,1,A,5,B,C,A,H,D,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.7375699,36.73669023,"c(-121.7375699, 36.73669023)",Other Unincorporated
6129,2017,12/7/17,2017-12-07T08:05:00Z,Thursday,68,SAN BENANCIO ROAD,E,N,68,NA,3,0,2,A,21,C,C,A,H,A,N,N,N,N,N,0,1,1,0,0,0,0,0,0,SALINAS,-121.7202993,36.58001811,"c(-121.7202993, 36.58001811)",Other Unincorporated
6130,2017,12/6/17,2017-12-06T18:08:00Z,Wednesday,101,PRUNEDALE SOUTH RD,S,N,101,NA,4,0,2,A,3,C,C,A,H,D,N,N,N,N,N,0,0,2,0,0,0,0,0,0,SALINAS,-121.6678812,36.76534563,"c(-121.6678812, 36.76534563)",Other Unincorporated
6131,2017,12/8/17,2017-12-08T06:40:00Z,Friday,68,YORK  ROAD,E,N,68,NA,3,0,2,A,3,C,C,A,H,A,N,N,N,N,N,0,2,0,0,0,0,0,0,0,MONTEREY,-121.8072998,36.57130082,"c(-121.8072998, 36.57130082)",Other Unincorporated
6132,2017,12/11/17,2017-12-11T14:30:00Z,Monday,101,HUDSON RD,N,N,101,NA,4,0,1,A,8,E,I,A,D,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SOLEDAD,-121.2740618,36.35963009,"c(-121.2740618, 36.35963009)",Other Unincorporated
6133,2017,12/10/17,2017-12-10T11:50:00Z,Sunday,RICO STREET,GEIL STREET,NA,Y,NA,NA,4,0,1,A,9,B,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,CASTROVILLE,-121.7539599,36.76673001,"c(-121.7539599, 36.76673001)",Castroville
6134,2017,12/14/17,2017-12-14T06:33:00Z,Thursday,CHUALAR RIVER ROAD,FOLETTA ROAD,N,N,NA,NA,4,0,1,A,3,D,C,A,H,D,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.51915,36.56849,"c(-121.51915, 36.56849)",Other Unincorporated
6135,2017,12/9/17,2017-12-09T11:40:00Z,Saturday,101,SPENCE ROAD,NA,Y,101,NA,4,0,2,A,9,B,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,SALINAS,-121.567028,36.61288702,"c(-121.567028, 36.61288702)",Other Unincorporated
6136,2017,12/12/17,2017-12-12T17:15:00Z,Tuesday,101,JOHN STREET,S,N,101,NA,3,0,1,A,3,C,C,A,H,C,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SALINAS,-121.6356229,36.66905977,"c(-121.6356229, 36.66905977)",Salinas
6137,2017,12/11/17,2017-12-11T15:50:00Z,Monday,CASTROVILLE BOULEVARD,PARADISE ROAD,W,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,CASTROVILLE,-121.7001425,36.79777256,"c(-121.7001425, 36.79777256)",Castroville
6138,2017,12/7/17,2017-12-07T18:00:00Z,Thursday,156,MERIDIAN RD,W,N,156,NA,4,0,1,A,9,D,C,A,H,D,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6817717,36.78750644,"c(-121.6817717, 36.78750644)",Other Unincorporated
6139,2017,12/11/17,2017-12-11T21:40:00Z,Monday,HARRISON ROAD,COUNTRY MEADOWS ROAD,S,N,NA,NA,2,0,1,A,1,E,I,A,H,C,N,N,N,N,Y,1,0,0,0,0,0,0,0,0,SALINAS,-121.6554187,36.75466551,"c(-121.6554187, 36.75466551)",Other Unincorporated
6140,2017,12/8/17,2017-12-08T18:27:00Z,Friday,101,FRONT STREET,S,N,101,NA,3,0,1,A,7,B,C,A,H,C,N,N,N,Y,N,0,1,0,0,0,0,0,0,0,SOLEDAD,-121.3370128,36.43123577,"c(-121.3370128, 36.43123577)",Soledad
6141,2017,12/9/17,2017-12-09T18:25:00Z,Saturday,101,OLD STAGE RD,N,N,101,NA,4,0,1,A,3,C,C,A,H,D,N,N,N,N,N,0,0,1,0,0,0,0,0,0,GONZALES,-121.4768267,36.53260876,"c(-121.4768267, 36.53260876)",Other Unincorporated
6142,2017,6/12/17,2017-06-12T18:07:00Z,Monday,DEL MONTE BL,PALM AV,S,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MARINA,-121.8037977,36.68333232,"c(-121.8037977, 36.68333232)",Marina
6143,2017,6/4/17,2017-06-04T11:55:00Z,Sunday,GIBSON AV,WALNUT ST,E,N,NA,NA,3,0,1,A,11,G,B,D,H,A,Y,N,N,N,N,0,1,0,0,1,0,0,0,0,PACIFIC GROVE,-121.9274139,36.61808556,"c(-121.9274139, 36.61808556)",Pacific Grove
6144,2017,5/30/17,2017-05-30T10:20:00Z,Tuesday,DAVID AV,CONGRESS AV,NA,Y,NA,NA,4,0,1,D,0,A,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,PACIFIC GROVE,-121.9288799,36.60560006,"c(-121.9288799, 36.60560006)",Pacific Grove
6145,2017,8/15/17,2017-08-15T00:18:00Z,Tuesday,DEL MONTE AV,CASA VERDE WY,NA,Y,NA,NA,1,1,0,A,1,E,I,A,H,C,N,N,N,N,Y,0,0,0,0,0,0,0,0,0,MONTEREY,-121.8665999,36.60208001,"c(-121.8665999, 36.60208001)",Monterey
6146,2018,4/12/18,2018-04-12T12:09:00Z,Thursday,ABBOTT ST,HARKINS RD,S,N,NA,NA,1,1,3,A,8,D,C,A,H,A,N,N,N,N,N,2,1,0,0,0,0,0,0,0,SALINAS,-121.621666,36.65122223,"c(-121.621666, 36.65122223)",Salinas
6147,2018,3/11/18,2018-03-11T21:48:00Z,Sunday,HARDEN PKWY,REGENCY CIR,E,N,NA,NA,1,1,1,A,3,B,C,A,H,C,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6491623,36.71344376,"c(-121.6491623, 36.71344376)",Salinas
6148,2018,2/3/18,2018-02-03T13:19:00Z,Saturday,S 1ST ST,LONOAK RD,N,N,NA,NA,1,1,2,A,16,G,B,F,H,A,Y,N,N,N,N,1,1,0,1,2,0,0,0,0,KING CITY,-121.1174774,36.20728302,"c(-121.1174774, 36.20728302)",King City
6149,2017,6/26/17,2017-06-26T14:58:00Z,Monday,GLENWOOD CIR,VIA LAVANDERA,NA,N,NA,NA,4,0,1,D,0,A,C,A,H,A,N,N,Y,N,N,0,0,1,0,0,0,0,0,1,MONTEREY,-121.8821999,36.59235005,"c(-121.8821999, 36.59235005)",Monterey
6150,2017,6/26/17,2017-06-26T06:14:00Z,Monday,NORTH MAIN ST,MASSA ST,N,N,NA,NA,4,0,1,A,9,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6563405,36.72619948,"c(-121.6563405, 36.72619948)",Salinas
6151,2017,6/19/17,2017-06-19T07:56:00Z,Monday,WEST LAUREL DR,NORTH DAVIS RD,NA,Y,NA,NA,3,0,1,A,12,A,C,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SALINAS,-121.6680899,36.6979101,"c(-121.6680899, 36.6979101)",Salinas
6152,2017,6/4/17,2017-06-04T09:57:00Z,Sunday,IVERSON ST,WOODSIDE DR,N,N,NA,NA,3,0,3,A,3,E,I,A,H,A,N,N,N,N,N,0,1,2,0,0,0,0,0,0,SALINAS,-121.667743,36.66200045,"c(-121.667743, 36.66200045)",Salinas
6153,2017,6/7/17,2017-06-07T17:51:00Z,Wednesday,NORTH MADEIRA AV,HILLTOP DR,E,N,NA,NA,4,0,1,A,9,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6227407,36.68293509,"c(-121.6227407, 36.68293509)",Salinas
6154,2017,12/11/17,2017-12-11T07:55:00Z,Monday,NATIVIDAD ROAD,ROGGE ROAD,N,N,NA,NA,3,0,3,A,3,C,C,A,H,A,N,N,N,N,N,0,1,2,0,0,0,0,0,0,SALINAS,-121.6122415,36.73124426,"c(-121.6122415, 36.73124426)",Other Unincorporated
6155,2017,12/15/17,2017-12-15T12:45:00Z,Friday,101,FIRST ST.,N,N,101,NA,3,0,1,A,8,C,C,A,H,A,N,N,N,Y,N,0,1,0,0,0,0,0,0,0,KING CITY,-121.1174597,36.2020123,"c(-121.1174597, 36.2020123)",King City
6156,2017,12/9/17,2017-12-09T15:10:00Z,Saturday,RESERVATION RD,INTER-GARRISON RD,NA,Y,NA,NA,4,0,1,A,12,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MARINA,-121.7417799,36.65968011,"c(-121.7417799, 36.65968011)",Other Unincorporated
6157,2017,12/16/17,2017-12-16T01:50:00Z,Saturday,LAURELES GRADE,RINCONADA DRIVE,S,N,NA,NA,3,0,1,A,1,E,I,A,H,D,N,N,N,N,Y,0,1,0,0,0,0,0,0,0,SALINAS,-121.75,36.53458872,"c(-121.75, 36.53458872)",Other Unincorporated
6158,2017,12/11/17,2017-12-11T17:45:00Z,Monday,156,CATHEDRAL OAK RD.,NA,Y,156,NA,2,0,2,A,9,D,C,A,H,A,N,N,N,N,N,1,1,0,0,0,0,0,0,0,SALINAS,-121.7151276,36.77662201,"c(-121.7151276, 36.77662201)",Other Unincorporated
6159,2017,12/14/17,2017-12-14T19:15:00Z,Thursday,101,MAIN ST. (CHUALAR),S,N,101,NA,3,0,1,A,8,E,I,A,H,D,N,N,N,N,N,0,1,0,0,0,0,0,0,0,GONZALES,-121.4898117,36.54366705,"c(-121.4898117, 36.54366705)",Other Unincorporated
6160,2017,12/14/17,2017-12-14T09:25:00Z,Thursday,101,MESSICK ROAD,N,N,101,NA,4,0,2,A,3,C,C,A,D,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,SALINAS,-121.6603101,36.80153864,"c(-121.6603101, 36.80153864)",Other Unincorporated
6161,2017,12/16/17,2017-12-16T21:37:00Z,Saturday,101,EAST GARRISON O/C,N,N,101,NA,4,0,2,A,3,C,C,A,H,D,N,N,N,Y,N,0,0,2,0,0,0,0,0,0,PARKFIELD,-120.7579921,35.83707528,"c(-120.7579921, 35.83707528)",Parkfield
6162,2017,12/11/17,2017-12-11T01:30:00Z,Monday,ELKHORN ROAD,COMPAGNA WAY,N,N,NA,NA,3,0,1,A,1,F,A,A,H,D,N,N,N,N,Y,0,1,0,0,0,0,0,0,0,ROYAL OAKS,-121.7331556,36.83834696,"c(-121.7331556, 36.83834696)",Royal Oake
6163,2017,12/16/17,2017-12-16T08:35:00Z,Saturday,SAN MIGUEL CANYON ROAD,APRICOT LANE,NA,Y,NA,NA,2,0,1,A,9,H,G,A,H,A,N,Y,N,N,N,1,0,0,0,0,0,1,0,0,ROYAL OAKS,-121.6919199,36.85407002,"c(-121.6919199, 36.85407002)",Royal Oake
6164,2017,6/22/17,2017-06-22T20:27:00Z,Thursday,NORTH DAVIS RD,WESTRIDGE PKWY,N,N,NA,NA,4,0,1,A,9,D,C,A,H,C,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6662417,36.70598987,"c(-121.6662417, 36.70598987)",Salinas
6165,2017,6/23/17,2017-06-23T08:57:00Z,Friday,CAPI,ARCHER ST,S,N,NA,NA,4,0,1,A,8,B,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.660904,36.67695816,"c(-121.660904, 36.67695816)",Salinas
6166,2017,6/21/17,2017-06-21T10:00:00Z,Wednesday,WEST BLANCO RD,RIKER,NA,Y,NA,NA,4,0,2,A,3,C,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,SALINAS,-121.66512,36.6588201,"c(-121.66512, 36.6588201)",Salinas
